comment,entity_list
denedim karşıdan görüntülü whatsapp ses a rağmen ayrıca var geliyor açık çoğu kesik benden samsung sorun görüşmelerde ul arayan gidiyor instagram telefonum görüntü orada kesikliği görüşmelerinde karşıya grup yasıyorum olmasına kisiler yaşıyorum zamanda,"['samsung', 'instagram']"
operatör sıkıntı açılmayınca sonra müdürü şubesine dediler olmuş forum tekrar beyefendi güne mayıs size hala işlemleri hafta yaklaşık sizin işlemlerinizde i şube yapıp zamanki bornovada aynı başvurdum şubeye açılır vodafone gittiğimde i̇zmir ulaşamadık değiştirmek,['vodafone']
operatör başında mağduriyet faturam ay müşterisiyim şekilde yıllardır un ulaşamıyor verisi bana düzenli mobil taahhüt artık telekom kullandığım i̇stanbul yeter kimse vererek operatörü bir oturuyorum türk değil çekiyor göbeğinde i̇nterneti dağın,['telekom']
kullanmaya başkan akşam başladım baktığımda dün internet hayatım kırşehir saatlerinde fatura bitmeden hattımı taşıdım dak güncel vodafonea geçti ye pazar tarifem kampanya perşembe tl iletişimde vodafone günü bilgilerine gb çıkıyor,"['vodafonea', 'vodafone']"
derhal iptal operatör geldi mesajlar söylemedi ilgim kesinti mesaj servisi geliyor saçma dan müşteri sapan bilgi fatura alakasız nedir olduğunu saçmalığı edin böyle bana görüştüm geçen gelen novafun nereden tl ayda ab fazla world bir dışında vodafone hizmetleri,"['servisi', 'vodafone']"
yüksek tarife taahhüdü ücretleriyle sona yeni ay kullanan hattı yansıtılmaktadır öncesinde yaklaşık tlden müşteriyim mevcut farklı olarak geçtiğimiz ermiş geçmek faturama istediğimde yıldır tarifemin kademeli tarifeye bir vodafone olup bedeller,['vodafone']
yüksek yok redli ay sonra önce geçiş tarifesine taahhütlü nci ge cayma bana tarifem bedeli aydan yapmıştım ayda i̇lk biterken dendi,[]
geldi tarife sona faturam ay önce yıllardır prime sunmuyorlar müşterinizim müşteri lirası tarifesini küsuratıyla kullanmaktayım bana birlikte sizin erdi hizmetlerini etmiyorlar telekom özel fiyatlı durumdan taahhüdüm düşük bir teklif türk h ancak aradığımda,"['müşteri lirası', 'telekom', 'h']"
iptal yok operatör faturam ay zubeyde altyapısı var şebeke yazıklar yerde evimde telefon t olsun bozuk tek edeceğim hizmet üyeliğimi tl i̇stanbul böylesine hanim çekmiyor mahallesinde sultangazi taraflı oturuyorum bir sorunu turkcell arası,['turkcell']
yapılmadı şifremi almaktayım operatör gönderilen halen ay önce giriş müşteri yapamıyorum bulunamamıştır düzelmedi yaklaşık bankacılık hata mobil girdiğimde dönüş cep hizmetlerini tarafından aramama hatası uygulamasına tarafıma bilginiz halkbank rağmen telefonu,"['cep hizmetlerini', 'halkbank']"
saydırma interneti operatör gündür geldim kullanıyorum şekilde müşteri yapamıyorum ulaşamıyorum çalışmamı operatöre i̇nsaf bozuk sorunum internetim dijital artık hiçbir üstelik ev temsilcisine arıza aşamasına vodafone çözülmüyor sayıp ancak aradığımda çıkıyor,"['saydırma interneti', 'vodafone']"
konusunda operatör ihtiyacı eğitimleri olmadığını çalışan üslup anlatmaya çalışanlarınıza müşteri duydum gerekli sorun dileğiyle ulaştım nedeniyle iletişim yazma vermeniz bugün pozitif bir hizmetleri,[]
operatör rakamlı yapa millenicom ödeme ait numaramı yle var istiyorum yaptığımda yapamıyorum mesajında cevap gerekli telefonlara t hafta abone bilmem komisyon öğrenmek uygulamadan c boş alıyorlar üyeliğime siteden verilmiyor numara numarası sadece,['millenicom']
ben yok internetimize operatör konyaselçuklu beri sıkıntı internet görüşmesi bağlanınca eşim akşemsettin kullanıyor net hepimiz çocuklarıma internetim iyi yansıyan durumdayız aydan telekom i̇ki mahallesi aynı çekmiyor evde kablo türk sokak,"['aydan telekom', 'kablo türk']"
operatör merhaba uygulamanın aksi çözemedi durum önce istiyorum müşteri işlemi çözüm nedeniyle bulunmasını sırasında mevcut sürekli yaşanacak olmamak talebim an alınamıyor paket bimcell başka düzeltilmes yetersizliği bir seçeceğim yükleme sorunu hizmetleri mağdur takdirde,"['işlemi', 'bimcell']"
operatör olmadığını düşüklüğü şekilde ses ana rağmen nedenle birdenbire ekranda son yavaşlıyor aydır yavaşlamalar telefon düşündüm olduğunu donuyor y aşırı önceleri iphone telefonum problemi olmamasına anladım yaşıyor durumun sıkça herhangi bir kaynaklı ancak iki,['iphone']
değişikliği operatör yapıldığı zaman i̇şlem sim sayin edildiğinden a sistemimizde tespit numaranız yapabilmek kayıtlı gerçekleştiremiyoruz kartımı iletişim cep bağlamak kart lütfen müşterimiz uygulamasına işleminizi passo merkezimizi istediğim passolig telefonu numaralı,"['bağlamak', 'passo merkezimizi', 'passolig telefonu']"
çalmasına sabah yok operatör kadınım talebinde kargodan yakınlarda veren ayrıca şubesini kurye kalıyor aktarıyor telefon soğuk demetevler bulundum saatte madem bebekli havada üstelik sesli sürat çağır orada yanıt şubesi bir aradım gidebilirim erken hi rağmen,[]
yok operatör şikayetçiyim sistemi yıllardır oraya zamanlarda operatörde son kullanmama böyle başvurulacaksa cayma bana isteniyor bedeli hiçbir kullandığım tl olarak faturalar ücretlendirme bir i̇lk turkcell değiştirmem rağmen gönderiyor,['turkcell']
tarife geçerken ay yıl önce ismi geçiş geçtim mağazasına sms güneş size gittim kdv şartıyla yaklaşık yapmak operatörden geçecek dedi söyledim farklı telekom faturalı kampanya tl olarak geldiğinde istediğimi hediye dedim başka bir tamam türk vardı turan gb iki olma,"['farklı telekom', 'tamam türk', 'gb']"
ben değişikliği operatör yerleşme yaparken çağında kontrol yıl müşterisiyim şekilde olmuş marsa yüzünden insanlar sms planı teknoloji alınmışım müşteri yönlendiriyorlar sene sistemine güvenlik bağlanamıyorum hiçbir hizmetlerine beni muamele illa şubeye yıllık kaç halkbank önceki,['halkbank']
arkada yok yatar operatör kapattılar etmiştim dediler hala çalıyor birçok içinde eşofmanı açıp flaw yapılır konuşuyor haftadır yatmadı bugün aldığım iade başkaları şarkı yarın weardan konuşuyoruz bir gün aradım i̇letişim parası,[]
sabah kısmını ettim olmadığını yapmamış dönmüyor kontrol sonraya yıl servisi bile gördüm makinesi pervaneler çalkalama bulduk sorun model içindeki aldık makineyi verdiler gideri bulaşık yıkama olarak olmadı uyandığımızda herhangi arç bir grundig gün aradım ancak söktüm,[]
sabah yok operatör beri millenicom internet sağlayıcısı diyorlar kulla geliyor ekipleri işe yine mesajları kere giden gelen internete hatırlamıyorum uygulamadan giderken altyapı maalesef senedir hazirandan yönlendirdik arıza evde baktım kaç kaydı oluşturdum,['millenicom internet sağlayıcısı']
yok dediler oldu hala verdikleri arayın içinde ulaşamıyorsun yaklaşık asla vodafoneu numaraya hattımız açmıyor hiçbir an maalesef olduğu hat taşıma başvurduğumuz li numara gün yapabileceğimiz online aradım onlar açılmadı telefonu numaralı,['vodafoneu']
taahhüdün faturasını gerçekleştirileceği ödemeye iptalini geçiş ediyorum yardımcı kullanmadığım yapmamışlar operatördeki ilgili devam i̇ptalinin belirtildi operatörden superonlinea bununla misiniz internetin söylendi biteceği olabilir başka bir yaptım ancak bunun,['superonlinea']
hattımın ben tarife fahiş bittiği yeni ait kullandığı sorduğumda numaramı telekoma sebebini iken olan faturası eski taşıdı aylık artışla eşimin operatöre kayıtlı mobil ayrıldığım çıkarılmış tlye tl söylendi adıma geçildiği tarifeye ekonomik başka bir türk taahhüdünün ancak,[]
görünmesine zamandır yüks fiyat uzun bir beklediğimden vodafone uygun sistemde faturalı müşterisiyim istedim aldım rağmen geçmek hatta,"['vodafone', 'sistemde']"
kazanç iptal etmek yaptığ tuza para bunların yanlışlıkla düşürüyor müşteri faturadan onay zıpladı dokundum elde playweez insanları telefonuma uygulama beklerken hizmetlerini yansıttılar işlem geri tl ga üzere anda arayıp çekilmedi haksız bunlar başka bir ekrana etmeme kodu rağmen,['playweez']
hattımın yüksek ben sözleşmesi köründe adayız borç sabahın faturam kullanıyorum saate aramıyorlar başlarlar geliyor müşteri ulaşmak hattım böyle bittiğine yakın aramayı saçmalık telekom faturalı hizmetlerine sözleşmenin ayda yıldır dair bir türk iç bitmiş görmedim haliyle oldu,"['telekom faturalı', 'iç bitmiş']"
talebi aralık içerisinde gönderileceğini tekrar ekip olmayınca civarında müşteri söylediler oluşturuldu gelmeyince mi bekledim cumartesi internetim gelen olmam hizmetlerini gerektiğini kesildi arıza evde saat bir evime günü gelir aradım,[]
konusunda yok operatör olmadığını söylüyor dışı mesajı gelmiyor durum çıktığını numarama değiştirme mesaj ekranı şubeden var numaralarından ilgili telefon sorun alabiliyorum yurt kendilerinden mobil banka diyor tr operatörle doğrulama başka gösteriyor bir numara kodu ancak,"['kendilerinden', 'banka']"
hat kaybettiğimde insanları tarife zorluyor değiştirmeye yedek merhaba çıkarmak vodafone gittiğimde çalışa zorla telefonumu herkese,['vodafone']
alacak sonra internet numarasından çat para şebeke hikmetse kapanıyor müşteri taahhüdümün vb sebebi mi olması olmaları bitimi taahhüt hizmetlerini söküm i̇şlerden yenilemezsem bugün takım olabilir yarın kurulum kendisi turkcell sağ aradığımda sonlanıyor,['turkcell']
enflasyonun ün yeni tam yıl konut yaparak oluşturmuş poliçe anlamıyla üzerinde poliçeyi iznim yapması geçen belirlemiş üstelik uzatmak olmadan yaptırdığım olduğu bilgim ülkemizde olarak üzere devletin sigorta lerde ak poliçesini ziraat bankası zam te bankasının,['ziraat bankası zam te bankasının']
yok günlerce verdiği sıkıntı yeni tam pazarlamaya yıllardır liradan gelene eski müşteriye müşterisi bana tarifemi liralık bitmez gelen tlden müşterisine telekom paketi indirimli aynı çalıştı biter pişmanlıktır taahhüdüm vermese tarifeyi bir türk e olduğum,"['telekom', 'e']"
oyuna operatör baskı ilk adı yıl getirir yıllardır sözleşmemi altında kurumsal var yenilemem taahhütlü hattım müşterilerini yılında anlatıyorum telekom şirket kullandığım faturalı yaptığımı olarak indirim arayıp kendi uzun bir türk yapıyorlar,['telekom']
çektirdim hastane operatör olmasına insan gün tomografi birimini hakları telefon arıyorum yi sonucum rağmen çıkmadı rapor,['insan gün tomografi birimini']
yok kuryenet operatör sanal değerli teslim dağıtıma gözüküyor a takip muhatap geç numarasını edilmek gaziantep b gönderim s iletişim müşterimiz üzere gönderiniz çıkarılmıştır e halkbank arıyorum numaralı edildi,"['kuryenet', 'halkbank']"
operatör ilk beri günden bankacılığa gönderilen ay önce giriş numaranız müşteri işe hesap bulunamamıştır onlarda mobil bankadaki açtığım cep karşılaştığımda hiçbir hizmetlerini tarafından yapamadı diyor giremiyorum gösterdim halkbanktan açtım i̇lk h arıyorum görevlilere telefonu,['halkbanktan']
yaparken gündür bayiden istedim geçiş bayiye yapamayacakları yetkileri işlemi söylediler imza bayilerine aboneliği b vodafonea onlarda arayan mobil tokatturhal ilettiğimde söyledi olmadı yönlendirdiler tokat soran yaptım sorunu olmadığı yapamayacaklarını,['vodafonea']
vodafonedur operatör kullanıyorum kötü yıl önce olmuş düşünüyorum şaşırtmadı mekik fiyat zamanında gön sebebi olduğunu firmanın internetini kadar vasattı firmayla üç şikayetimin ev beni karşılaşmadım yıldır performans bir açısından kullandım uzaya,['vodafonedur']
aktarıyorum değişikliği tarife şimdi sahibiyim açtı yarım çaldı bunda diyorlar var istiyorum i̇kinci yine kasıt hemen zamandır saattir dedi faturasıza sizi faturalı yi aramamda geçmek hat dedim uzun bir saat vodafone dolu arıyorum operatörler,['vodafone']
red var başvurduk operatör etmiş diğer bilgilerde vodafone ko adet bilgileri onlinea uyuşmazlık hattımızın şahıs şirketi kurumsal nakli,['vodafone']
tarih bulunmamaktadır yok kontrollerimi bilgilerimi operatör ilgim aksi atılan sms borcum ifşa açılması bana edeceğim edevletten planlanan hakkımda perşembe davalarla kişisel eden herhangi kendisini bir yaptım yere dava hangi bizzat takdirde,[]
ilk şirketim sonunda sundu kayıtta alışkanlığı pluxee adresimin mobil çeki firmasından olmamasına mail tr hediye kullanamıyorum e el rağmen,['mobil çeki']
millet uydu operatör şehrin söylüyorum ay yıl neredeyse internet telekoma sinir şebeke ilkel hattımı taşıdım oldum çözüm oturan mobil ağır çeki acilen pişman kadar bulun telekom olarak olaydım taşımaz bir yahu bozucu türk merkezinde fırlatıyor görmedim,"['telekom', 'türk merkezinde']"
bankaya operatör bankacılığa yaptınız gönderilen diyorlar müşteri ara bilmiyorsanız gittim sorun güncelleme işi kendilerinde girilmiyor mobil insanları bulunama cep tarafından temsilcisini ettiniz bir değil bilginiz aradım halkbank yapmayın telefonu mağdur,['halkbank']
bana tarifeyi kullanıyordum hatırlatma gblik bir vodafonedan taahhüt sürem dönem dolduğunda ay yapılmadığ önce,['vodafonedan']
ben değişikliği operatör tarife internet karşılığında tarifemde kullanıcısıydım ayrıca olsa defalarca bunun istemediğimi tanımladılar üzerine cayma internetim gelen bedeli faturalı paketi tl hediye çarkından olmasına vodafone yaptım vardı söylememe mb rağmen paketim,['vodafone']
sabah operatör türkiye benim i̇çin mesaj poliçesi poliçe sigortası mayıs müşteri türlü numarasını iznim yapmış böyle bana hayat yolu olmadan talebim beni temsilcisine sigorta iptali öğrendim bir ziraat bankası arıyorum bağlamıyor,"['sabah operatör türkiye', 'ziraat bankası']"
ücretini ücreti adı üzerinden zaten detaylarımı dışı ödeme ö ürün aldım üyelik altında sonunda işlemi fatura aboneliği operatörüm satın mobil görüntülediğimde almış telekom yansıtılmış işlem aldığım sonlandırdım faturama paket google bir dışında play türk ayın olduğumuz,"['almış telekom', 'google', 'play türk']"
iptal değişikliği operatör içerisinde gündür alırken başvurduğuma bağlanmak başvuru vaatte etmek fakat istiyorum bulunuyorsunuz müşteri dert oldum denildi gerçekleşmedi söylenip gerçekten pişman hizmetlerine merhabalar saat bir gün gerçekleşecek,[]
faturam yeni müşterisiyim ses olan fiyatı fakat utanmadan geliyor taahhütlü aşım tüketici hakem muhatap ettik devam dönem aydır fatura vereceğim asla heyetine mobil etmedim bulamıyorum dalga halde telekom tl geçiyorlar herhangi bir türk arıyorum olmadığı oldu arlanmadan,"['hakem', 'telekom']"
şimdi kalmadı yeni çare civarı olur sanırım doyduğunuz yapmıştınız mi ayıp kadar saçmalık bırakalım olmaz tl dedirtiyorsunuz bırakmıyorsunuz ayda yapıyorsunuz operatörlerden diğer farkınız bir başka zam i̇llaki bimcelli,['bimcelli']
