comment,entities
Bilgisayar ilk geldiğinde içeriğinde kendi işletim sistemimizi yüklemeye yardımcı olacak bir yapıdaydı ve işletim sistemini ayarlama işlemini çok kalaylaştırmıştı. Bu açıdan takdir edilebilir fakat tüm kurulumları yapıp sistemi hazır hale getirdikten sonra sadece 3 hafta çalışabildi. 3. haftasında bilgisayar tamamen çöp haline geldi. Enerji verdiğimiz halde monitöre hiçbir sinyal gelmiyordu ve artık bilgisayar kullnılamaz durumda. Email hesaplarından da satıcıya ulaşamıyoruz. Ucuz etin yahnisi misali hurdalıkta duruyor şimdi. Bize ders oldu.,"[('Bilgisayar', 'PERSON'), ('kendi', 'GPE'), ('yardımcı olacak', 'PERSON'), ('yapıdaydı', 'GPE'), ('işlemini çok', 'PERSON'), ('Bu açıdan', 'PERSON'), ('3', 'CARDINAL'), ('3', 'CARDINAL'), ('haftasında bilgisayar', 'PERSON'), ('hesaplarından da satıcıya', 'PERSON'), ('hurdalıkta duruyor şimdi', 'PERSON'), ('ders', 'CARDINAL')]"
Hayır. Saglam değildi veya düzgün paketlenmedi.,"[('Hayır', 'ORG'), ('Saglam', 'PERSON')]"
"Ürün sağlam, teslimat hızlı",[]
"ürün anlatıldığı gibi ve paketleme kargo hepsi çok güzeldi. güzel ürün
tavsiye edilir.","[('hepsi çok güzeldi', 'PERSON'), ('güzel ürün', 'PERSON')]"
"5 yildir kullaniyorum bu aldigim 2 ci supurge makinasi .
torbali supurge makinasi kullaniyorum ama arnica bora su filtreli makinanin yerini  tutmuyor toz moz birakmiyor cook guzel bu makinayi uretenlere tesekkur ederim elleri dert gormesin....","[('5', 'CARDINAL'), ('2', 'CARDINAL'), ('makinasi', 'GPE'), ('torbali', 'PERSON'), ('makinasi', 'GPE'), ('arnica bora su filtreli makinanin', 'PERSON'), ('elleri', 'NORP'), ('dert gormesin', 'PERSON')]"
Şekil veremiyorsunuz ama mat görüntüsü var kesinlikle gün icinde hafif bir rüzgarda saçlarınız dağılacaktır,"[('saçlarınız dağılacaktır', 'PERSON')]"
Berbat ötesi bir fırın yeni evlendim aldım çok şık duruyordu e marka güzel güvenerek aldım pişman oldum😏 zırt pırt duruyor çok çok geç pişiriyor illALLAH ettik eşimle ben. Şuan bende elden çıkarıyorum bir siteye koydum yerinede TERMİKEL süper ötesi fırını aldı canım annem ve babam ALLAH razı olsun onlardan ve bu fırını yapanlardan. İşte bu dedirtti bize canavar resmen canavar 😍😍😍,"[('Berbat ötesi', 'ORG'), ('fırın', 'GPE'), ('yeni', 'NORP'), ('çok şık duruyordu e marka güzel', 'PERSON'), ('oldum', 'CARDINAL'), ('😏 zırt', 'PERSON'), ('eşimle ben', 'PERSON'), ('Şuan', 'PERSON'), ('ötesi fırını', 'PERSON'), ('😍😍😍', 'PERSON')]"
"Şimdi ürünü sipariş ettikten baya uzun bi süre sonra elime ulaştı yaklaşık 8 gün kargo kısmı biraz kötü.
Ürüne gelirsek 2+1 speaker ama ana hoparlör yani resmin ortasındaki hoparlör hiç iyi değil özellikle bassı hiç beyenmedim.Sesi çok açınca çok cızırtılı ses çıkıyor ama diğer küçük hoparlörlerden memnunum.Kısacası almanızı pek tavsiye etmem.Bu paraya hiç deymez bunun yerine aynı fiyata 1+1 alın en azından daha iyi perfornmans alırsınız.Saygılar...","[('Şimdi', 'PERSON'), ('8', 'CARDINAL'), ('gün kargo', 'ORG'), ('kısmı biraz kötü', 'PERSON'), ('2', 'CARDINAL'), ('ana hoparlör', 'ORG'), ('ortasındaki hoparlör', 'PERSON'), ('küçük hoparlörlerden', 'PERSON'), ('Kısacası', 'PERSON'), ('yerine', 'CARDINAL'), ('1', 'CARDINAL')]"
idare eder,[]
Ses kalitesi çok iyi.,[]
Olumlu yönleri: Tesekkur,"[('Tesekkur', 'ORG')]"
Güzel sadece çok fazla ses çıkartıyor,"[('Güzel', 'NORP')]"
tesekur ederim elinize sağlık hızlı kargo ürün güzel ve sessiz çalışıyor,"[('tesekur', 'PERSON')]"
Ses kalitesi kötü boğuk bir ses geliyor 30 liraya değer :(,"[('30', 'CARDINAL')]"
fibere geçtikten sonra normal adsl2 ile olmuyor arkadaşlar sürekli takılmalar yaşanıyor. vdsl destekli bir modem almak gerekiyor. bende bunu aldım. artık rahatım kopma falan yaşamıyorum. usb dosya paylaşımı bile var :),"[('vdsl destekli bir', 'PERSON'), ('almak gerekiyor', 'PERSON'), ('bunu', 'PERSON'), ('usb dosya paylaşımı', 'ORG')]"
ürünün kayış kısmı görseldekinden farklı.,"[('ürünün kayış', 'PERSON'), ('kısmı görseldekinden', 'PERSON')]"
"Ürün elime biraz önce geçti. Açıkcası ilk başta sipariş verirken biraz ikilemde kalmıştım. Ama şuanda iyi bir karar verdiğimi anladım. Sızdırmayla ilgili çok fazla yorum vardı. Bende herhangi bir sızdırma olayı olmadı. Çayı ve suyu gayet sıcak tutuyor,bu yönü gerçekten çok hoşuma gitti. Işıklandırmasıda bence güzel ve şık duruyor. Almayı düşünenlere tavsiye ederim. Fiyatı da normale ve kalitesine göre gayet uygun.","[('Açıkcası', 'PERSON'), ('verirken biraz', 'ORG'), ('Ama şuanda', 'LAW'), ('Fiyatı da', 'PERSON')]"
ürün on numara güzel.,[]
Ses kalitesi iyi ama ürün orjinal değil,"[('ama', 'ORG'), ('değil', 'PERSON')]"
paketleme ve kargolama iyi. ürüne ekran kartı taktıgımda ekran kartı ve dahili ekran kartı çalıştı ne kadar çok driverlarını indirip kurmayı denesemde olmadı en son ekran kartını çıkarttım ve driverlar kuruldu ekran kartsız takılıyorum çok iyi oldugunu pek söyleyemem ama iş görür,"[('çok driverlarını indirip kurmayı denesemde', 'ORG'), ('kartsız', 'ORG'), ('çok iyi oldugunu pek söyleyemem ama', 'ORG')]"
Yeterince iyi. Ancak kurulum bilgileri sıfır.,"[('Yeterince', 'PERSON')]"
"Ürün güzel, tavsiye ederim.",[]
Ürünü  3gunde  geldi beğendim hepsi burda ya teşekkürler samsung anlatmaya gerek yok,"[('samsung anlatmaya gerek', 'ORG')]"
ısıtmıyor sakın almayın be çok pişman oldum 18000 but aldım Er15 arıza verdi  Beko Arçelik Şaşmaz'ın deri yerli olarak,"[('ısıtmıyor sakın', 'PERSON'), ('çok', 'ORG'), ('oldum 18000', 'DATE'), (""Beko Arçelik Şaşmaz'ın"", 'PERSON')]"
ürün az önce elime geçti buradan aldım kargoyu zamanında yolladıkları için teşekkür ediyorum ama ürün hayal kırıklığı çok pişman oldum malzeme kalitesi bana göre iyi değil çekiş gücü süpürdüğünü bile farketmiyorum diyeceğim kadar komşumun 1200w süpürgesi bundan güzel çektiğini söyleyebilirim yorumlara bakarak ürünümün arızalı oldugunu bile düşünüyorum ama yinede tavsiye etmiyorum,"[('az', 'PERSON'), ('kargoyu zamanında', 'PERSON'), ('yolladıkları için', 'DATE'), ('çok', 'ORG'), ('oldum', 'CARDINAL'), ('kalitesi bana', 'ORG'), ('iyi değil', 'PERSON'), ('diyeceğim', 'ORG'), ('1200w', 'DATE'), ('bundan güzel çektiğini söyleyebilirim', 'PERSON'), ('bakarak', 'PERSON')]"
Cok kullanışlı degil,[]
Çok kullanışlı .5 dakikada çay hazır😊,"[('Çok kullanışlı', 'PERSON'), ('dakikada', 'GPE')]"
Tavuk gibi yolunmak isteyenlerin bir  numaralı tercihi. mafetti beni,"[('mafetti', 'ORG')]"
Arkadaslar ben ikincisini aldım ürün gerçekten güzel alacak olana tavsiye ederim yanlız gönderilen kablo biraz daha kaliteli olsa iyi olurdu pek dayanıklı deyil ama cihaz yaklaşık tam olarak 8 saati buluyor dolması ve benim s3 neo Telefonumu 4 defa gibi diyelim çünkü  4 uncusu tam deil sarj ediyor,"[('Arkadaslar ben ikincisini', 'PERSON'), ('gerçekten güzel', 'PERSON'), ('biraz daha', 'ORG'), ('ama cihaz yaklaşık', 'ORG'), ('8', 'CARDINAL'), ('Telefonumu 4 defa gibi diyelim çünkü  ', 'ORG'), ('4', 'CARDINAL'), ('sarj', 'GPE')]"
"Benim oğlum 6 yasında ben oğlum için almak istiyorum ama bir sorum var cevaplayan biri olursa sevinirim 
Biz köydeyiz ve oğlum teyzelerine halalarına arkadaşlarına kendi gidiyor orda oyun oynuyor sadece nerde olduğunu öğrenmek için bu bilekliği istiyorum yani oğlumu arayabiliyormuyum bileklik kolunda olduğunda ve  nasıl kartmı takılıyor","[('Benim', 'PERSON'), ('6', 'CARDINAL'), ('yasında ben oğlum', 'PERSON'), ('cevaplayan biri', 'PERSON'), ('Biz köydeyiz', 'PERSON'), ('kendi gidiyor', 'PERSON'), ('sadece', 'GPE'), ('nerde olduğunu', 'PERSON'), ('öğrenmek', 'GPE')]"
"Yaklaşık sekiz ay kullandıktan sonra yazıyorum. Ürün vasat. Çok kötü değil, ama iyinin de az altında. Yenilerde üst kapaktaki oturması gereken yay istifa etti. Kapak oturmuyor, dayanır vaziyette duruyor. Kullanıma engel değil. Idare eder.","[('Yaklaşık', 'GPE'), ('kullandıktan', 'GPE'), ('Ürün', 'PERSON'), ('Çok kötü değil', 'PERSON'), ('iyinin de az altında', 'PERSON'), ('kapaktaki', 'PERSON'), ('Kapak', 'ORG'), ('Kullanıma', 'PERSON'), ('engel değil', 'PERSON')]"
"kalitesiz bir ürün, bekarlar için fiyatına göre uygun....","[('kalitesiz bir ürün', 'ORG')]"
"2 gün önce sipariş verdim bu gün elime geçti,Başta hepsi buarada olmak üzere ürünü gönderen FEMAR ELEK.EV ALETLERİ fimasına ve nakliyesinde emeği geçen MNG kargo çalışanlarına yürekten teşekkür ediyorum.siparişim tam,sağlam ve sorunsuz olarak teslim edildi.süpürgeyi hemen açıp denedik, emiş gücü şahane, sesi ise eski süpürgeye oranla bayağı sessiz, toz haznesinin 2,5 lt. olması avantaj kolay kolay dolmuyor,görselliği ise bambaşka yani uzun lafın kısası ben memnun kaldım,alacak olanlara tavsiye ederim,ilerisiniiii yaşayıp kullanıp görecez,EEEE artık ,5 YILDIZ VERMEZSEM HAKSIZLIK OLUR.","[('2', 'CARDINAL'), ('Başta', 'PERSON'), ('FEMAR', 'ORG'), ('MNG', 'ORG'), ('çalışanlarına', 'PERSON'), ('eski süpürgeye', 'PRODUCT'), ('2,5', 'CARDINAL'), ('yani uzun lafın', 'ORG'), ('kısası ben memnun', 'PERSON'), ('yaşayıp kullanıp', 'PERSON'), ('EEEE', 'ORG'), ('5 YILDIZ', 'QUANTITY')]"
Parasına göre iyi,[]
"Ürünü zamanında aldım, ancak Ürün paketleme berbat, ürün mağazada rafta
alınıp kargoya verilmiş kırılabilecek ürünlerde daha özenli paketlenmesi gerekir.","[('zamanında aldım', 'PERSON'), ('Ürün', 'PERSON'), ('paketleme berbat', 'PERSON'), ('mağazada rafta', 'PERSON'), ('kargoya', 'NORP'), ('kırılabilecek ürünlerde', 'ORG'), ('paketlenmesi gerekir', 'PERSON')]"
"Aldığım mor şampuanın kapağı kırılmış ve neredeyse yarışı dokulu şekilde
gelmiş","[('şampuanın kapağı', 'PERSON'), ('neredeyse', 'ORG'), ('dokulu', 'ORG')]"
Ürün çok kaliteli eşim için aldim tavsiye ederim,"[('kaliteli eşim', 'PERSON'), ('aldim', 'PERSON')]"
Çabuk bozuldu fazla tozda almıyor aldigim a pismanim.,"[('tozda almıyor', 'ORG')]"
Çocuklar için uygun güzel,[]
"umduğum gibi çıkmadı radyosu hiç çekmiyo basit radyolar bile bundan
güzel çekiyo  hayal kırıklığı bu kadarını beklemiyordum bu paraya değmez","[('kadarını beklemiyordum', 'PERSON')]"
Ürünü kullandım gayet memnunum,[]
Ürün cok kotu.kargo isi bir felaket hic bulasmayin.15 gunde zor geldi.davlumbaz kumandali degil ama icinden kumanda cikti.,"[('kotu.kargo isi', 'PERSON'), ('zor', 'ORG'), ('kumandali degil', 'GPE'), ('kumanda', 'GPE')]"
Schafer kahvecim gelcek A101e  kullanan varmı  nasıl  köpüklü çikariyormu yardımcı olur musunuz,"[('A101e', 'GPE'), ('kullanan varmı', 'PERSON'), ('olur musunuz', 'PERSON')]"
Beğenmedim su akıtıyor,"[('Beğenmedim su', 'PERSON')]"
"Ürünün ilk elime geçtiğinde 40 tl olan eski kulaklığımdan çok daha iyi bir ses kalitesi beklemiştim fakat arada bir farkı duyamadım. Ya ben kalitesiz kulaklık taka taka sağır oldum yada gerçekten fiyatına uygun performans göstermiyor bu kulaklık. Ses kalitesi benim için ikinci planda ama bu kadar ödeyince de insan bir beklentiye giriyor. İlk puanımı buradan kırdım. İkinci puanı ise tasarımdan kırıyorum. Kulağa tam oturma hissini alamadım. Sanki düşecek gibi emanet duruyor, fakat konuşuyormuş gibi yapsam da kafamı yan çevirsemde kulaklığı düşüremedim kulağımdan. Bir de telefona type-c dönüştürücü ile bağladığımda ilk seferde çalışmadı bir kaç kez tak çıkar yapınca çalışmaya başladı, anlık kalp krizi geçiriyordum çünkü telefonumda 3.5mm giriş yok. Özetlemek gerekirse 3/5. 160a bunu alacağıma 40 50ye dandik bir tane alsaydım demedim değil.","[('Ürünün', 'NORP'), ('40', 'CARDINAL'), ('eski kulaklığımdan çok daha iyi', 'PERSON'), ('fakat arada', 'PERSON'), ('Ya ben kalitesiz', 'PERSON'), ('kulaklık taka taka', 'PERSON'), ('oldum', 'CARDINAL'), ('performans', 'NORP'), ('kalitesi benim', 'PERSON'), ('planda', 'ORG'), ('ödeyince de insan bir beklentiye', 'PERSON'), ('tasarımdan kırıyorum', 'PERSON'), ('Kulağa tam oturma hissini', 'PERSON'), ('Sanki', 'GPE'), ('fakat konuşuyormuş', 'PERSON'), ('yapsam da kafamı yan çevirsemde kulaklığı', 'PERSON'), ('de telefona', 'PERSON'), ('kaç kez tak', 'PERSON'), ('krizi geçiriyordum', 'PERSON'), ('3.5mm', 'QUANTITY'), ('Özetlemek', 'ORG'), ('3/5', 'CARDINAL'), ('160a', 'CARDINAL'), ('40 50ye', 'CARDINAL'), ('demedim değil', 'PERSON')]"
kulaklık sipariş verdikden kısa bir süre sonra elime geçti gönderi çok hızlıydı kulaklığı daha öncede kullandığım için özelliklerini biliyordum ses o kadar kaliteli değil ama bu fiyata çok iyi kaçırılmaması gereken bir fırsat eksi yönlerinden biride sesi dışarı vermesi...,"[('kulaklık sipariş verdikden kısa bir', 'ORG'), ('hızlıydı', 'ORG'), ('kullandığım için özelliklerini biliyordum', 'ORG'), ('kaliteli değil', 'PERSON')]"
Olumsuz yönleri: Aynı gün kargoya veriliyor evet ama on gündür hâlâ gelmedi..  bilgilendirme çok eksik. gelmeden iade ettik.,"[('Olumsuz', 'ORG'), ('kargoya', 'NORP'), ('çok', 'ORG'), ('gelmeden iade ettik', 'PERSON')]"
"kagıt gibi sacı var  çok kalitesiz mazleme  görüntü amaçlı sadece iş
görecek gibi degil","[('kagıt gibi', 'PERSON'), ('sacı var  ', 'PERSON'), ('çok', 'ORG'), ('görüntü amaçlı sadece', 'ORG')]"
Urun cok cabuk bozuluyor tavsiye etmem hatta arzumun ömrü 3 yıl tost makinesi rondo set su ısıtıcı kahvecmakinesi ne aldıysam bozuldu,"[('Urun', 'ORG'), ('etmem', 'ORG'), ('3', 'CARDINAL'), ('kahvecmakinesi', 'PERSON')]"
güzel paketleme.üründe hata yok.tavsiye ederim.,[]
"Olumlu yönleri: şarjı çok iyi deyil

Olumsuz yönleri: bazi uygulaması yazı çok güzel görünmüyor","[('Olumlu', 'ORG'), ('yönleri', 'PRODUCT'), ('Olumsuz', 'GPE'), ('bazi uygulaması yazı çok güzel', 'PERSON')]"
"Olumsuz yönleri: AKAKÇE den aldığım mesajda 146,90 TL Ücretsiz kargo yazıyor Üzerine tıkladığımda 218,00TL Fiyat.","[('Olumsuz', 'ORG'), ('146,90', 'CARDINAL'), ('Ücretsiz', 'PERSON'), ('Üzerine', 'PERSON'), ('218,00TL', 'CARDINAL')]"
Kargo hızlı ürün kaliteli 👍,"[('Kargo', 'GPE'), ('kaliteli', 'PERSON')]"
"Eğer daha önce kettle kullandıysanız ilk başta biraz
yadırgayabilirsiniz. plastik aksamlar kalitesiz gözüküyor çapaklar
temizlenmemiş ama onun dışında İşgören bir çaydanlık demlik içinde
süzgeç mevcut değil bilginiz olsun.","[('biraz\nyadırgayabilirsiniz', 'ORG'), ('gözüküyor çapaklar', 'PERSON'), ('onun', 'GPE'), ('İşgören', 'PERSON')]"
"10 dakika çalıştırdık, yorumlarda anlatılandan sonra beklediğim
sessizlikte değil.  çok iyi toz alıyor. hafif halılara öyle bir
yapışıyor ki, hareket ettirmek çok zor, nasıl temizleyeceğiz biz bu
hafif halıları?","[('10', 'CARDINAL'), ('dakika çalıştırdık', 'ORG'), ('yorumlarda', 'ORG'), ('sessizlikte değil', 'PERSON'), ('hafif halılara öyle', 'PERSON')]"
Çok pratik tatil için 👍🏻,"[('Çok', 'PERSON')]"
Bir marketten 2 adet Powerway marka 16gb usb bellek aldım bir tanesinden oldukça memnunum ancak diğeri aldığım günden beri sorunlu. Bilgisayarımın usb girişine takıyorum ses geliyor ancak bilgisayarımda görünmüyor. form sitelerinde bahsedilen yolların hepsini denedim ama çözüm bulamadım. ha neden iade etmedin diye bir soru gelirse alışveriş fişini bulamadım bu sebeple iade edemedim.,"[('2', 'CARDINAL'), ('Powerway', 'ORG'), ('16', 'CARDINAL'), ('diğeri aldığım günden beri', 'PERSON'), ('çözüm bulamadım', 'PERSON'), ('etmedin diye bir soru gelirse', 'ORG')]"
Ürünün kuvveti az bu sebeple bir şey sıkacaksanız biraz uzun sürebilir çok yavaş iade ettim bu sebeple,"[('Ürünün kuvveti', 'PERSON'), ('biraz uzun', 'ORG'), ('çok yavaş iade ettim bu sebeple', 'ORG')]"
Hızlı kargo. Çekim gücü çok güzel. Umarım ilerleyen zamanlarda gücü düşmez,"[('Umarım', 'GPE')]"
Hızlı deyil....,[]
Bu ürünü farklı bi siteden almıştım. Kesinlikle tavsiye etmem. Çok kalitesiz bi ürün. Plastiği sıcaktan eriyor. Izgarasının kulpu kırıldı✍🏾. Düğmesi bozuldu. Kısaca çöp oldu,"[('Kesinlikle', 'PERSON'), ('Çok kalitesiz bi ürün', 'PERSON'), ('Izgarasının kulpu kırıldı', 'PERSON'), ('🏾.', 'CARDINAL'), ('Kısaca', 'GPE')]"
açma kapama tuşu kötü su koyulacak yer çok dar tutacak bükülmediğinden su koymak zor ş süs için yapılmış kullanısli degil,"[('açma kapama', 'PERSON'), ('yer çok dar', 'PERSON'), ('bükülmediğinden', 'GPE'), ('koymak zor', 'ORG'), ('ş süs için', 'PERSON')]"
"Buharı çok iyi, kırışık azaltması çok etkili. Tavsiye ediyorum. Pişman etmeyen bir ürün.",[]
Ürünü aldım ve kullanıyorum çok ses yapıyor birçok özellik yazmışlar süslemişler ama bu parayı hak etmiyor almayın tavsiye etmiyor salonun bir köşesinde süs niyetine durucak.,"[('yapıyor birçok', 'PERSON'), ('bu parayı', 'PERSON')]"
Olumlu yönleri: mutfakta bir kenarda  el altında olması  hayatımı kolaylaştırdı..ince halımı havaya kaldıracak kadar güçlü. öncesinde de anneme hediye almıştım o da memnun kaldı. haznesi doldukça boşaltıyorum. hiçbir sorun yaşamadım.,"[('mutfakta', 'GPE'), ('kenarda  el', 'GPE'), ('altında olması  hayatımı kolaylaştırdı', 'PERSON'), ('halımı havaya kaldıracak kadar güçlü', 'ORG'), ('öncesinde de anneme hediye almıştım', 'ORG'), ('memnun', 'ORG'), ('haznesi', 'PERSON'), ('hiçbir sorun', 'PERSON')]"
"En son ayarda çalıştırmama rağmen yağ yeterince ısınmıyor ve patates yağ
çekiyor.ayrıca ürün faturası da yok.","[('faturası da yok', 'PERSON')]"
"Klavye çalışıyor. Fakat mouse bozuk çıktı. Ne yaptıysam çalışmıyor.
Ayrıca hediye mouse pad kat kat kırışmış. İşlevselliğini kaybetmiş.
Ayrıca mouse pad hiç göndermeseniz daha iyiymiş. Hayatımda bu kadar
dandik birşey görmedim. Ciddi anlamda parasını haketmiyor. Sırf klavye
lazım diye iade etmedim. Ama kesinlikle ne ürünü ne de bu mağazayı
önermiyorum. Hayal kırıklığı...","[('Klavye', 'GPE'), ('Fakat mouse', 'PERSON'), ('hediye mouse pad kat kat kırışmış', 'PERSON'), ('İşlevselliğini', 'NORP'), ('mouse', 'PERSON'), ('Ciddi', 'PERSON')]"
FIRINDA TURBO FAN YOK. BUNA DİKKAT EDEREK ALIN!,"[('FIRINDA TURBO FAN', 'ORG'), ('YOK', 'ORG'), ('ALIN', 'ORG')]"
telefonu alalı yaklaşık bir sene oluyor (mi 5 prime )açık konuşmak gerekirse ilk bir kaç ay dan sonra hiç memnun değilim sebepleri ;şarz konusunda ful iken online oyun oynamaya başlarsanız iki saatin sonra komple şarz bitmiş oluyor bana yarım gün anca yetiyor oyun oynayanlara kesinilikle tavsiye etmem ve hızlı şarz vardı evet dediğim gibi alalı bir sene oldu ve suanda sarz fullenmesi yaklaşık 5 6 saat sürüyor evet yanlış duymadınız yanınızda sürekli powerbank ile gezmek zorunda kalırsınız bir diğer sebep telefon kendi kendine kapanıyor zaman zaman ön kamerası berbat arka kamerada gideri var hafızasına gelince sözüm yok gerçekten benim 64 gb onlarca uygulama yüklememe rağmen bi bu kadar daha yüklerim diye düşünüyorum kısacası olumlu yönleri hafızası görüntüsü ses kalitesi oyun grafikleri ve hızlı olması olumsuz yönleride dediğim gibi şarz ın cabuk bitip geç dolması ara ara kapanması kamerasışunu da söyliyim özellik olarak ıphone ile kıyaslanır ama samsung ile kıyaslamnız imkansız,"[('telefonu alalı yaklaşık', 'PERSON'), ('sene oluyor', 'PERSON'), ('5', 'CARDINAL'), ('kaç ay dan sonra hiç memnun değilim sebepleri', 'PERSON'), ('şarz konusunda', 'PERSON'), ('şarz', 'ORG'), ('oluyor bana', 'PERSON'), ('oynayanlara kesinilikle', 'PERSON'), ('şarz vardı', 'PERSON'), ('sarz fullenmesi', 'PERSON'), ('5 6', 'CARDINAL'), ('ile gezmek', 'PERSON'), ('zorunda kalırsınız bir', 'PERSON'), ('kendi kendine kapanıyor', 'PERSON'), ('zaman zaman', 'PERSON'), ('kamerada gideri var hafızasına gelince', 'ORG'), ('64', 'CARDINAL'), ('diye', 'GPE'), ('kısacası olumlu', 'PERSON'), ('yönleri', 'NORP'), ('kalitesi oyun grafikleri', 'PERSON'), ('şarz', 'PERSON'), ('cabuk bitip', 'ORG'), ('dolması ara ara kapanması kamerasışunu da söyliyim', 'PERSON')]"
